grouping,group,clean_correct_rows,break_pct,break_ci_low_pct,break_ci_high_pct
edit_count_band,1-2,15350,14.951140065146578,13.403638756234425,16.647933229158678
edit_count_band,3-4,10566,14.19647927314026,12.395623448978586,16.12847849176845
edit_count_band,5-6,15299,12.007320739917642,10.759436586676859,13.306950754388916
edit_count_band,7+,47090,15.442769165427904,14.60128122175072,16.251323759313465
any_edit_neighbors_a_number,False,41809,14.370111698438134,13.466531000850013,15.369737140546738
any_edit_neighbors_a_number,True,46496,14.831383344803854,14.0801332670976,15.605414501783645
