condition,token_level_real_word_rate,row_has_real_word_edit,share_of_clean_correct_rows,clean_correct_rows,break_pct,break_ci_low_pct,break_ci_high_pct
kbd_neighbor,0.14387033660900886,False,0.4025819602514014,7110,15.246132208157526,14.087117747454872,16.422473466976864
kbd_neighbor,0.14387033660900886,True,0.5974180397485986,10551,17.48649417116861,16.38881021460809,18.542772775308688
kbd_random,0.13368758059495753,False,0.41639771247381235,7354,15.42017949415284,14.181149661359823,16.72545047052467
kbd_random,0.13368758059495753,True,0.5836022875261876,10307,18.793053264771515,17.610242845239714,19.998078060319337
