condition,rows,break_pct,fix_pct,net_pp,net_ci_low_pp,net_ci_high_pp,churn_pct,churn_ci_low_pct,churn_ci_high_pct,mcnemar_naive_p
kbd_fatfinger,26585,7.925521910851985,6.906150084634192,-1.019371826217792,-1.6015365978760667,-0.40147981037686276,14.831671995486175,14.246994589827224,15.415273695768791,1.6971244861013793e-05
kbd_neighbor,26585,9.719766785781456,6.8760579274026705,-2.8437088583787853,-3.4592288278954197,-2.2075381670532153,16.595824713184125,16.017420719977395,17.19232411181735,4.459885719206006e-30
kbd_nospace,25620,6.24512099921936,5.819672131147541,-0.4254488680718189,-0.9667284216918722,0.11696771795761349,12.064793130366901,11.539517418527785,12.611724979947962,0.05205187744524794
kbd_random,26580,10.075244544770504,6.888638073739655,-3.1866064710308506,-3.829531142194536,-2.5649562920479254,16.96388261851016,16.355406359330882,17.590371056497244,1.3363165978125611e-36
kbd_repeat,26585,7.064133910099681,6.409629490314087,-0.6545044197855934,-1.1864269795359028,-0.09610218696932804,13.473763400413768,12.944232645603956,14.022111853065722,0.0038394010725288845
kbd_swap,26375,8.128909952606636,6.7905213270142175,-1.3383886255924171,-1.9210867018013216,-0.759588592418074,14.919431279620854,14.337536327034575,15.513715143992282,1.96537852871398e-08
